language,code,efficiency_score
JavaScript,function fact(n){return  n==0?1:n*fact(n-1);},68
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } }
",57
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",63
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },76
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }
",81
Python,print([i  for  i  in  range(10)]),51
Java,public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } },50
Python,"import numpy as np
a=np.arange(10)
print(a)",89
JavaScript,"console.log([...Array(10).keys()]);
",69
Java,public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return  n==0?1:n*factorial(n-1); } },69
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),81
JavaScript,for(let i=0;i<10;i++){console.log(i);},81
Python,"i=0
while i<10:
  print(i)
  i+=1
",86
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",73
Python,"from  math  import  sqrt
print(sqrt(16))",48
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",57
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res
",78
Python,"from  math  import  sqrt
print(sqrt(16))",85
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return  res",62
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",71
Python,x = [i**2 for i in range(10000)],76
JavaScript,for(let  i=0;i<10;i++){console.log(i);},81
Python,for i in range(10): print(i),58
Python,print([i for i in range(10)]),73
Python,"x = [i**2 for i in range(10000)]
",69
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),74
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);
}",88
Python,"i=0
while i<10:
  print(i)
  i+=1",55
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },71
Python,for i in range(10): print(i),72
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }
",62
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",84
Python,"i=0
while i<10:
  print(i)
  i+=1
",77
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",57
JavaScript,"console.log([...Array(10).keys()]);
",61
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } }
",80
JavaScript,"for(let i=0;
i<10;
i++){console.log(i);
}",67
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } }
",72
Python,"def factorial(n): return 1 if n==0 else n*factorial(n-1)
",90
Python,print([i  for  i  in  range(10)]),72
Python,"i=0
while i<10:
  print(i)
  i+=1
",68
Python,for  i  in  range(10):  print(i),64
Java,"public class Main { public static void main(String[] args) { int[] arr = new int[10000];
 for(int i=0;
i<10000;
i++){arr[i]=i;
} } }",68
Java,"public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } }
",76
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5));
 } static int factorial(int n){ return n==0?1:n*factorial(n-1);
 } }",74
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",61
JavaScript,console.log(Math.sqrt(16));,100
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}
",78
JavaScript,function  fact(n){return  n==0?1:n*fact(n-1);},77
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",87
Python,"from math import sqrt
print(sqrt(16))",66
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",64
JavaScript,"console.log([...Array(10).keys()]);
",58
JavaScript,"let nums=[];

for(let i=0;
i<5000;
i++){nums.push(i);
}",62
JavaScript,"let  x  =  Array.from({length:10000},  (_,i)=>i*i);",59
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);}
",70
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int[]  nums  =  new  int[5000];  for(int  i=0;i<5000;i++){nums[i]=i;}  }  },80
JavaScript,"let  nums=[];
for(let  i=0;i<5000;i++){nums.push(i);}",80
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",62
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }
",81
Python,print([i for i in range(10)]),73
JavaScript,"console.log('Hello World');
",68
JavaScript,"console.log([...Array(10).keys()]);
",60
JavaScript,"for(let i=0;
i<10;
i++){console.log(i);
}",79
Python,"import numpy as np
a=np.arange(10)
print(a)",81
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  for(int  i=0;i<10;i++)  System.out.println(i);  }  },49
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",57
Python,"i=0
while i<10:
  print(i)
  i+=1",73
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),71
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",70
Java,public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return  n==0?1:n*factorial(n-1); } },88
Java,"public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } }
",86
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },66
Python,print('Hello  World'),63
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },79
Python,"i=0
while i<10:
  print(i)
  i+=1
",67
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",75
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}",59
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",57
JavaScript,for(let  i=0;i<10;i++){console.log(i);},74
Python,"i=0
while i<10:
  print(i)
  i+=1
",71
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",62
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5));
 } static int factorial(int n){ return n==0?1:n*factorial(n-1);
 } }",72
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(factorial(5));  }  static  int  factorial(int  n){  return  n==0?1:n*factorial(n-1);  }  },92
Python,"i=0
while i<10:
  print(i)
  i+=1
",62
Python,"import numpy as np
a=np.arange(10)
print(a)",99
Java,"public class Main { public static void main(String[] args) { int i=0;
 while(i<10){System.out.println(i);
i++;
} } }",75
Python,"import  numpy  as  np
a=np.arange(10)
print(a)",75
JavaScript,"let nums=[];

for(let i=0;
i<5000;
i++){nums.push(i);
}",80
JavaScript,console.log([...Array(10).keys()]);,63
Java,"public class Main { public static void main(String[] args) { int[] arr = new int[10000];
 for(int i=0;
i<10000;
i++){arr[i]=i;
} } }",78
Python,for i in range(10): print(i),63
Python,"import numpy as np
a=np.arange(10)
print(a)",82
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(factorial(5));  }  static  int  factorial(int  n){  return  n==0?1:n*factorial(n-1);  }  },69
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(factorial(5));  }  static  int  factorial(int  n){  return  n==0?1:n*factorial(n-1);  }  },87
Python,"i=0
while i<10:
  print(i)
  i+=1",79
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }",76
Python,"for i in range(10): print(i)
",74
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);
}",75
JavaScript,"let  arr=[];
for(let  i=0;i<10000;i++){arr.push(i);}",66
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } }
",52
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(factorial(5));  }  static  int  factorial(int  n){  return  n==0?1:n*factorial(n-1);  }  },75
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }
",57
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}
",64
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}
",57
Python,"i=0
while i<10:
  print(i)
  i+=1",66
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}
",63
Python,"i=0
while i<10:
  print(i)
  i+=1
",81
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },81
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  for(int  i=0;i<10;i++)  System.out.println(i);  }  },81
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },90
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16));
 } }",87
Python,"import numpy as np
a=np.arange(10)
print(a)",78
Python,"print('Hello World')
",56
Python,print('Hello World'),68
JavaScript,"let i=0;

while(i<10){console.log(i);
i++;
}",52
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",62
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Hello  World"");  }  }",70
Python,for i in range(10): print(i),65
Python,"i=0
while  i<10:
    print(i)
    i+=1",58
Python,"a=[]
for i in range(10000): a.append(i)",84
JavaScript,"let  sum=0;
for(let  i=0;i<10000;i++){sum+=i;}",88
Python,for i in range(10): print(i),57
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code"");
 } }",79
Python,print('Hello  World'),67
JavaScript,function  fact(n){return  n==0?1:n*fact(n-1);},85
Python,"a=[]
for i in range(10000): a.append(i)",76
Python,"print([i for i in range(10)])
",67
Python,print('Hello World'),68
Python,print('Hello World'),72
JavaScript,"let  nums=[];
for(let  i=0;i<5000;i++){nums.push(i);}",50
Python,"a=[]
for i in range(10000): a.append(i)",87
JavaScript,"let sum=0;

for(let i=0;
i<10000;
i++){sum+=i;
}",77
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } }
",56
Python,print([i for i in range(10)]),70
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",57
JavaScript,console.log(Math.sqrt(16));,94
Python,"def factorial(n): return 1 if n==0 else n*factorial(n-1)
",92
JavaScript,"let arr=[];

for(let i=0;
i<10000;
i++){arr.push(i);
}",64
Python,x  =  [i**2  for  i  in  range(10000)],83
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res
",56
JavaScript,"for(let i=0;
i<10;
i++){console.log(i);
}",67
Java,public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } },83
Python,"from math import sqrt
print(sqrt(16))",68
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}
",47
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int[]  arr  =  new  int[10000];  for(int  i=0;i<10000;i++){arr[i]=i;}  }  },86
JavaScript,"let nums=[];

for(let i=0;
i<5000;
i++){nums.push(i);
}",80
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",76
JavaScript,"console.log([...Array(10).keys()]);
",51
Java,"public class Main { public static void main(String[] args) { int[] arr = new int[10000];
 for(int i=0;
i<10000;
i++){arr[i]=i;
} } }",53
Python,def  factorial(n):  return  1  if  n==0  else  n*factorial(n-1),70
Python,print('Hello  World'),76
JavaScript,"let  arr=[];
for(let  i=0;i<10000;i++){arr.push(i);}",62
JavaScript,"for(let i=0;
i<10;
i++){console.log(i);
}",84
JavaScript,"for(let i=0;i<10;i++){console.log(i);}
",84
Python,"a=[]
for i in range(10000): a.append(i)
",61
JavaScript,function  fact(n){return  n==0?1:n*fact(n-1);},76
JavaScript,console.log(Math.sqrt(16));,92
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",84
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },91
Python,"def  fact(n):  res=1
for  i  in  range(2,n+1):  res*=i
return  res",68
JavaScript,"let arr=[];

for(let i=0;
i<10000;
i++){arr.push(i);
}",71
Python,"import numpy as np
a=np.arange(10)
print(a)",78
Python,for i in range(10): print(i),74
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code"");
 } }",57
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res
",56
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);}
",57
Java,"public class Main { public static void main(String[] args) { int sum=0;
 for(int i=0;
i<10000;
i++){sum+=i;
} System.out.println(sum);
 } }",86
Java,public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } },64
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res
",53
Java,public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } },73
Python,"import numpy as np
a=np.arange(10)
print(a)",78
JavaScript,function fact(n){return  n==0?1:n*fact(n-1);},66
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5));
 } static int factorial(int n){ return n==0?1:n*factorial(n-1);
 } }",91
Python,print('Hello World'),64
Python,print([i for i in range(10)]),63
JavaScript,function  fact(n){return  n==0?1:n*fact(n-1);},60
JavaScript,console.log([...Array(10).keys()]);,45
Java,"public class Main { public static void main(String[] args) { int[] arr = new int[10000]; for(int i=0;i<10000;i++){arr[i]=i;} } }
",79
Python,for i in range(10): print(i),58
JavaScript,"let arr=[];

for(let i=0;
i<10000;
i++){arr.push(i);
}",78
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);}
",62
Python,for  i  in  range(10):  print(i),78
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World"");
 } }",76
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16));
 } }",78
